municipality_name,age_gr,sex,pop
Šiaulių m. sav.,30–34,Moteris,3449
Šiaulių m. sav.,35–39,Vyras,4066
Šiaulių m. sav.,35–39,Moteris,3377
Šiaulių m. sav.,40–44,Vyras,3333
Šiaulių m. sav.,40–44,Moteris,3030
Šiaulių m. sav.,45–49,Vyras,3353
Šiaulių m. sav.,45–49,Moteris,3354
Šiaulių m. sav.,50–54,Vyras,3470
Šiaulių m. sav.,50–54,Moteris,3871
Šiaulių m. sav.,55–59,Vyras,3450
Šiaulių m. sav.,55–59,Moteris,4429
Šiaulių m. sav.,60–64,Vyras,3665
Šiaulių m. sav.,60–64,Moteris,4881
Šiaulių m. sav.,65–69,Vyras,2398
Šiaulių m. sav.,65–69,Moteris,3654
Šiaulių m. sav.,70–74,Vyras,1700
Šiaulių m. sav.,70–74,Moteris,3204
Šiaulių m. sav.,75–79,Vyras,1372
Šiaulių m. sav.,75–79,Moteris,2714
Šiaulių m. sav.,80–84,Vyras,881
Šiaulių m. sav.,80–84,Moteris,2304
Šiaulių m. sav.,85 ir vyresni,Vyras,642
Šiaulių m. sav.,85 ir vyresni,Moteris,2062
Šiaulių r. sav.,0–4,Vyras,856
Šiaulių r. sav.,0–4,Moteris,832
Šiaulių r. sav.,5–9,Vyras,1055
Šiaulių r. sav.,5–9,Moteris,1004
Šiaulių r. sav.,10–14,Vyras,1102
Šiaulių r. sav.,10–14,Moteris,1019
Šiaulių r. sav.,15–19,Vyras,1076
Šiaulių r. sav.,15–19,Moteris,946
Šiaulių r. sav.,20–24,Vyras,1134
Šiaulių r. sav.,20–24,Moteris,1026
Šiaulių r. sav.,25–29,Vyras,1210
Šiaulių r. sav.,25–29,Moteris,1125
Šiaulių r. sav.,30–34,Vyras,1346
Šiaulių r. sav.,30–34,Moteris,1185
Šiaulių r. sav.,35–39,Vyras,1267
Šiaulių r. sav.,35–39,Moteris,1224
Šiaulių r. sav.,40–44,Vyras,1243
Šiaulių r. sav.,40–44,Moteris,1191
Šiaulių r. sav.,45–49,Vyras,1398
Šiaulių r. sav.,45–49,Moteris,1548
Šiaulių r. sav.,50–54,Vyras,1677
Šiaulių r. sav.,50–54,Moteris,1664
Šiaulių r. sav.,55–59,Vyras,1624
Šiaulių r. sav.,55–59,Moteris,1687
Šiaulių r. sav.,60–64,Vyras,1603
Šiaulių r. sav.,60–64,Moteris,1767
Šiaulių r. sav.,65–69,Vyras,1089
Šiaulių r. sav.,65–69,Moteris,1268
Šiaulių r. sav.,70–74,Vyras,744
Šiaulių r. sav.,70–74,Moteris,1141
Šiaulių r. sav.,75–79,Vyras,543
Šiaulių r. sav.,75–79,Moteris,973
Šiaulių r. sav.,80–84,Vyras,366
Šiaulių r. sav.,80–84,Moteris,828
Šiaulių r. sav.,85 ir vyresni,Vyras,246
Šiaulių r. sav.,85 ir vyresni,Moteris,768
Jurbarko r. sav.,0–4,Vyras,398
Jurbarko r. sav.,0–4,Moteris,433
Jurbarko r. sav.,5–9,Vyras,542
Jurbarko r. sav.,5–9,Moteris,483
Jurbarko r. sav.,10–14,Vyras,615
Jurbarko r. sav.,10–14,Moteris,545
Jurbarko r. sav.,15–19,Vyras,667
Jurbarko r. sav.,15–19,Moteris,620
Jurbarko r. sav.,20–24,Vyras,781
Jurbarko r. sav.,20–24,Moteris,656
Jurbarko r. sav.,25–29,Vyras,784
Jurbarko r. sav.,25–29,Moteris,676
Jurbarko r. sav.,30–34,Vyras,796
Jurbarko r. sav.,30–34,Moteris,691
Jurbarko r. sav.,35–39,Vyras,688
Jurbarko r. sav.,35–39,Moteris,579
Jurbarko r. sav.,40–44,Vyras,642
Jurbarko r. sav.,40–44,Moteris,662
Jurbarko r. sav.,45–49,Vyras,815
Jurbarko r. sav.,45–49,Moteris,796
Jurbarko r. sav.,50–54,Vyras,949
Jurbarko r. sav.,50–54,Moteris,1033
Jurbarko r. sav.,55–59,Vyras,992
Jurbarko r. sav.,55–59,Moteris,1081
Jurbarko r. sav.,60–64,Vyras,967
Jurbarko r. sav.,60–64,Moteris,1153
Jurbarko r. sav.,65–69,Vyras,673
Jurbarko r. sav.,65–69,Moteris,895
Jurbarko r. sav.,70–74,Vyras,515
Jurbarko r. sav.,70–74,Moteris,869
Jurbarko r. sav.,75–79,Vyras,356
Jurbarko r. sav.,75–79,Moteris,752
Jurbarko r. sav.,80–84,Vyras,222
Jurbarko r. sav.,80–84,Moteris,620
Jurbarko r. sav.,85 ir vyresni,Vyras,158
Jurbarko r. sav.,85 ir vyresni,Moteris,564
Pagėgių sav.,0–4,Vyras,142
Pagėgių sav.,0–4,Moteris,132
Pagėgių sav.,5–9,Vyras,185
Pagėgių sav.,5–9,Moteris,166
Pagėgių sav.,10–14,Vyras,172
Pagėgių sav.,10–14,Moteris,169
Pagėgių sav.,15–19,Vyras,196
Pagėgių sav.,15–19,Moteris,187
Pagėgių sav.,20–24,Vyras,232
Pagėgių sav.,20–24,Moteris,240
Pagėgių sav.,25–29,Vyras,228
Pagėgių sav.,25–29,Moteris,203
Pagėgių sav.,30–34,Vyras,201
Pagėgių sav.,30–34,Moteris,178
Pagėgių sav.,35–39,Vyras,189
Pagėgių sav.,35–39,Moteris,168
Pagėgių sav.,40–44,Vyras,208
Pagėgių sav.,40–44,Moteris,203
Pagėgių sav.,45–49,Vyras,242
Pagėgių sav.,45–49,Moteris,233
Pagėgių sav.,50–54,Vyras,321
Pagėgių sav.,50–54,Moteris,330
Pagėgių sav.,55–59,Vyras,294
Pagėgių sav.,55–59,Moteris,310
Pagėgių sav.,60–64,Vyras,295
Pagėgių sav.,60–64,Moteris,341
Pagėgių sav.,65–69,Vyras,200
Pagėgių sav.,65–69,Moteris,242
Pagėgių sav.,70–74,Vyras,131
Pagėgių sav.,70–74,Moteris,191
Pagėgių sav.,75–79,Vyras,67
Pagėgių sav.,75–79,Moteris,192
Pagėgių sav.,80–84,Vyras,46
Pagėgių sav.,80–84,Moteris,182
Pagėgių sav.,85 ir vyresni,Vyras,56
Pagėgių sav.,85 ir vyresni,Moteris,164
Šilalės r. sav.,0–4,Vyras,407
Šilalės r. sav.,0–4,Moteris,407
Šilalės r. sav.,5–9,Vyras,567
Šilalės r. sav.,5–9,Moteris,503
Šilalės r. sav.,10–14,Vyras,565
Šilalės r. sav.,10–14,Moteris,508
Šilalės r. sav.,15–19,Vyras,618
Šilalės r. sav.,15–19,Moteris,570
Šilalės r. sav.,20–24,Vyras,771
Šilalės r. sav.,20–24,Moteris,656
Šilalės r. sav.,25–29,Vyras,782
Šilalės r. sav.,25–29,Moteris,678
Šilalės r. sav.,30–34,Vyras,729
Šilalės r. sav.,30–34,Moteris,620
Šilalės r. sav.,35–39,Vyras,555
Šilalės r. sav.,35–39,Moteris,523
Šilalės r. sav.,40–44,Vyras,601
Šilalės r. sav.,40–44,Moteris,603
Šilalės r. sav.,45–49,Vyras,692
Šilalės r. sav.,45–49,Moteris,728
Šilalės r. sav.,50–54,Vyras,848
Šilalės r. sav.,50–54,Moteris,873
Šilalės r. sav.,55–59,Vyras,924
Šilalės r. sav.,55–59,Moteris,929
Šilalės r. sav.,60–64,Vyras,823
Šilalės r. sav.,60–64,Moteris,872
Šilalės r. sav.,65–69,Vyras,537
Šilalės r. sav.,65–69,Moteris,690
Šilalės r. sav.,70–74,Vyras,416
Šilalės r. sav.,70–74,Moteris,615
Šilalės r. sav.,75–79,Vyras,242
Šilalės r. sav.,75–79,Moteris,499
Šilalės r. sav.,80–84,Vyras,203
Šilalės r. sav.,80–84,Moteris,459
Šilalės r. sav.,85 ir vyresni,Vyras,125
Šilalės r. sav.,85 ir vyresni,Moteris,448
Tauragės r. sav.,0–4,Vyras,825
Tauragės r. sav.,0–4,Moteris,810
Tauragės r. sav.,5–9,Vyras,953
Tauragės r. sav.,5–9,Moteris,919
Tauragės r. sav.,10–14,Vyras,922
Tauragės r. sav.,10–14,Moteris,914
Tauragės r. sav.,15–19,Vyras,914
Tauragės r. sav.,15–19,Moteris,873
Tauragės r. sav.,20–24,Vyras,1019
Tauragės r. sav.,20–24,Moteris,962
Tauragės r. sav.,25–29,Vyras,1083
Tauragės r. sav.,25–29,Moteris,1089
Tauragės r. sav.,30–34,Vyras,1208
Tauragės r. sav.,30–34,Moteris,1193
Tauragės r. sav.,35–39,Vyras,1057
Tauragės r. sav.,35–39,Moteris,1076
Tauragės r. sav.,40–44,Vyras,1007
Tauragės r. sav.,40–44,Moteris,1062
Tauragės r. sav.,45–49,Vyras,1230
Tauragės r. sav.,45–49,Moteris,1403
Tauragės r. sav.,50–54,Vyras,1395
Tauragės r. sav.,50–54,Moteris,1570
Tauragės r. sav.,55–59,Vyras,1425
Tauragės r. sav.,55–59,Moteris,1580
Tauragės r. sav.,60–64,Vyras,1414
Tauragės r. sav.,60–64,Moteris,1684
Tauragės r. sav.,65–69,Vyras,954
Tauragės r. sav.,65–69,Moteris,1268
Tauragės r. sav.,70–74,Vyras,729
Tauragės r. sav.,70–74,Moteris,1206
Tauragės r. sav.,75–79,Vyras,453
Tauragės r. sav.,75–79,Moteris,978
Tauragės r. sav.,80–84,Vyras,350
Tauragės r. sav.,80–84,Moteris,837
Tauragės r. sav.,85 ir vyresni,Vyras,229
Tauragės r. sav.,85 ir vyresni,Moteris,812
Mažeikių r. sav.,0–4,Vyras,1125
Mažeikių r. sav.,0–4,Moteris,1051
Mažeikių r. sav.,5–9,Vyras,1371
Mažeikių r. sav.,5–9,Moteris,1358
Mažeikių r. sav.,10–14,Vyras,1509
Mažeikių r. sav.,10–14,Moteris,1330
Mažeikių r. sav.,15–19,Vyras,1332
Mažeikių r. sav.,15–19,Moteris,1337
Mažeikių r. sav.,20–24,Vyras,1445
Mažeikių r. sav.,20–24,Moteris,1415
Mažeikių r. sav.,25–29,Vyras,1585
Mažeikių r. sav.,25–29,Moteris,1444
Mažeikių r. sav.,30–34,Vyras,1661
Mažeikių r. sav.,30–34,Moteris,1547
Mažeikių r. sav.,35–39,Vyras,1592
Mažeikių r. sav.,35–39,Moteris,1511
Mažeikių r. sav.,40–44,Vyras,1545
Mažeikių r. sav.,40–44,Moteris,1516
Mažeikių r. sav.,45–49,Vyras,1741
Mažeikių r. sav.,45–49,Moteris,1957
Mažeikių r. sav.,50–54,Vyras,1925
Mažeikių r. sav.,50–54,Moteris,2175
Mažeikių r. sav.,55–59,Vyras,1925
Mažeikių r. sav.,55–59,Moteris,2215
Mažeikių r. sav.,60–64,Vyras,1974
Mažeikių r. sav.,60–64,Moteris,2427
Mažeikių r. sav.,65–69,Vyras,1322
Mažeikių r. sav.,65–69,Moteris,1764
Mažeikių r. sav.,70–74,Vyras,969
Mažeikių r. sav.,70–74,Moteris,1525
Mažeikių r. sav.,75–79,Vyras,537
Mažeikių r. sav.,75–79,Moteris,1183
Mažeikių r. sav.,80–84,Vyras,371
Mažeikių r. sav.,80–84,Moteris,863
Mažeikių r. sav.,85 ir vyresni,Vyras,239
Mažeikių r. sav.,85 ir vyresni,Moteris,826
Plungės r. sav.,0–4,Vyras,742
Plungės r. sav.,0–4,Moteris,730
Plungės r. sav.,5–9,Vyras,817
Plungės r. sav.,5–9,Moteris,806
Plungės r. sav.,10–14,Vyras,904
Plungės r. sav.,10–14,Moteris,829
Plungės r. sav.,15–19,Vyras,891
Plungės r. sav.,15–19,Moteris,828
Plungės r. sav.,20–24,Vyras,1002
Plungės r. sav.,20–24,Moteris,966
Plungės r. sav.,25–29,Vyras,1054
Plungės r. sav.,25–29,Moteris,1035
Plungės r. sav.,30–34,Vyras,1186
Plungės r. sav.,30–34,Moteris,1035
Plungės r. sav.,35–39,Vyras,948
Plungės r. sav.,35–39,Moteris,913
Plungės r. sav.,40–44,Vyras,854
Plungės r. sav.,40–44,Moteris,874
Plungės r. sav.,45–49,Vyras,1074
Plungės r. sav.,45–49,Moteris,1233
Plungės r. sav.,50–54,Vyras,1279
Plungės r. sav.,50–54,Moteris,1432
Plungės r. sav.,55–59,Vyras,1297
Plungės r. sav.,55–59,Moteris,1340
Plungės r. sav.,60–64,Vyras,1134
Plungės r. sav.,60–64,Moteris,1376
Plungės r. sav.,65–69,Vyras,814
Plungės r. sav.,65–69,Moteris,1051
Plungės r. sav.,70–74,Vyras,620
Plungės r. sav.,70–74,Moteris,1002
Plungės r. sav.,75–79,Vyras,446
Plungės r. sav.,75–79,Moteris,803
Plungės r. sav.,80–84,Vyras,297
Plungės r. sav.,80–84,Moteris,715
Plungės r. sav.,85 ir vyresni,Vyras,258
Plungės r. sav.,85 ir vyresni,Moteris,666
Rietavo sav.,0–4,Vyras,165
Rietavo sav.,0–4,Moteris,151
Rietavo sav.,5–9,Vyras,179
Rietavo sav.,5–9,Moteris,173
Rietavo sav.,10–14,Vyras,194
Rietavo sav.,10–14,Moteris,173
Rietavo sav.,15–19,Vyras,191
Rietavo sav.,15–19,Moteris,195
Rietavo sav.,20–24,Vyras,214
Rietavo sav.,20–24,Moteris,226
Rietavo sav.,25–29,Vyras,238
Rietavo sav.,25–29,Moteris,220
Rietavo sav.,30–34,Vyras,262
Rietavo sav.,30–34,Moteris,216
Rietavo sav.,35–39,Vyras,233
Rietavo sav.,35–39,Moteris,200
Rietavo sav.,40–44,Vyras,196
Rietavo sav.,40–44,Moteris,193
Rietavo sav.,45–49,Vyras,227
Rietavo sav.,45–49,Moteris,199
Rietavo sav.,50–54,Vyras,272
Rietavo sav.,50–54,Moteris,283
Rietavo sav.,55–59,Vyras,295
Rietavo sav.,55–59,Moteris,327
Rietavo sav.,60–64,Vyras,288
Rietavo sav.,60–64,Moteris,317
Rietavo sav.,65–69,Vyras,194
Rietavo sav.,65–69,Moteris,212
Rietavo sav.,70–74,Vyras,131
Rietavo sav.,70–74,Moteris,197
Rietavo sav.,75–79,Vyras,83
Rietavo sav.,75–79,Moteris,171
Rietavo sav.,80–84,Vyras,75
Rietavo sav.,80–84,Moteris,182
Rietavo sav.,85 ir vyresni,Vyras,52
Rietavo sav.,85 ir vyresni,Moteris,168
Telšių r. sav.,0–4,Vyras,836
Telšių r. sav.,0–4,Moteris,720
Telšių r. sav.,5–9,Vyras,918
Telšių r. sav.,5–9,Moteris,949
Telšių r. sav.,10–14,Vyras,1025
Telšių r. sav.,10–14,Moteris,955
Telšių r. sav.,15–19,Vyras,1048
Telšių r. sav.,15–19,Moteris,1028
Telšių r. sav.,20–24,Vyras,1140
Telšių r. sav.,20–24,Moteris,1029
Telšių r. sav.,25–29,Vyras,1209
Telšių r. sav.,25–29,Moteris,1109
Telšių r. sav.,30–34,Vyras,1294
Telšių r. sav.,30–34,Moteris,1145
Telšių r. sav.,35–39,Vyras,1173
Telšių r. sav.,35–39,Moteris,1058
Telšių r. sav.,40–44,Vyras,1068
Telšių r. sav.,40–44,Moteris,1137
Telšių r. sav.,45–49,Vyras,1226
Telšių r. sav.,45–49,Moteris,1437
Telšių r. sav.,50–54,Vyras,1438
Telšių r. sav.,50–54,Moteris,1550
Telšių r. sav.,55–59,Vyras,1492
Telšių r. sav.,55–59,Moteris,1681
Telšių r. sav.,60–64,Vyras,1524
Telšių r. sav.,60–64,Moteris,1796
Telšių r. sav.,65–69,Vyras,994
Telšių r. sav.,65–69,Moteris,1449
Telšių r. sav.,70–74,Vyras,800
Telšių r. sav.,70–74,Moteris,1236
Telšių r. sav.,75–79,Vyras,553
Telšių r. sav.,75–79,Moteris,1061
Telšių r. sav.,80–84,Vyras,381
Telšių r. sav.,80–84,Moteris,927
Telšių r. sav.,85 ir vyresni,Vyras,284
Telšių r. sav.,85 ir vyresni,Moteris,866
Anykščių r. sav.,0–4,Vyras,355
Anykščių r. sav.,0–4,Moteris,335
Anykščių r. sav.,5–9,Vyras,450
Anykščių r. sav.,5–9,Moteris,403
Anykščių r. sav.,10–14,Vyras,457
Anykščių r. sav.,10–14,Moteris,395
Anykščių r. sav.,15–19,Vyras,512
Anykščių r. sav.,15–19,Moteris,530
Anykščių r. sav.,20–24,Vyras,590
Anykščių r. sav.,20–24,Moteris,606
Anykščių r. sav.,25–29,Vyras,660
Anykščių r. sav.,25–29,Moteris,571
Anykščių r. sav.,30–34,Vyras,749
Anykščių r. sav.,30–34,Moteris,583
Anykščių r. sav.,35–39,Vyras,612
Anykščių r. sav.,35–39,Moteris,553
Anykščių r. sav.,40–44,Vyras,613
Anykščių r. sav.,40–44,Moteris,564
Anykščių r. sav.,45–49,Vyras,751
Anykščių r. sav.,45–49,Moteris,693
Anykščių r. sav.,50–54,Vyras,892
Anykščių r. sav.,50–54,Moteris,1012
Anykščių r. sav.,55–59,Vyras,1064
Anykščių r. sav.,55–59,Moteris,1083
Anykščių r. sav.,60–64,Vyras,958
Anykščių r. sav.,60–64,Moteris,1064
Anykščių r. sav.,65–69,Vyras,619
Anykščių r. sav.,65–69,Moteris,818
Anykščių r. sav.,70–74,Vyras,510
Anykščių r. sav.,70–74,Moteris,728
Anykščių r. sav.,75–79,Vyras,360
Anykščių r. sav.,75–79,Moteris,764
Anykščių r. sav.,80–84,Vyras,301
Anykščių r. sav.,80–84,Moteris,725
Anykščių r. sav.,85 ir vyresni,Vyras,229
Anykščių r. sav.,85 ir vyresni,Moteris,685
Ignalinos r. sav.,0–4,Vyras,202
Ignalinos r. sav.,0–4,Moteris,189
Ignalinos r. sav.,5–9,Vyras,266
Ignalinos r. sav.,5–9,Moteris,228
Ignalinos r. sav.,10–14,Vyras,289
Ignalinos r. sav.,10–14,Moteris,256
Ignalinos r. sav.,15–19,Vyras,338
Ignalinos r. sav.,15–19,Moteris,283
Ignalinos r. sav.,20–24,Vyras,396
Ignalinos r. sav.,20–24,Moteris,361
Ignalinos r. sav.,25–29,Vyras,430
Ignalinos r. sav.,25–29,Moteris,373
Ignalinos r. sav.,30–34,Vyras,474
Ignalinos r. sav.,30–34,Moteris,359
Ignalinos r. sav.,35–39,Vyras,386
Ignalinos r. sav.,35–39,Moteris,351
Ignalinos r. sav.,40–44,Vyras,436
Ignalinos r. sav.,40–44,Moteris,350
Ignalinos r. sav.,45–49,Vyras,519
Ignalinos r. sav.,45–49,Moteris,520
Ignalinos r. sav.,50–54,Vyras,596
Ignalinos r. sav.,50–54,Moteris,563
Ignalinos r. sav.,55–59,Vyras,653
Ignalinos r. sav.,55–59,Moteris,629
Ignalinos r. sav.,60–64,Vyras,572
Ignalinos r. sav.,60–64,Moteris,660
Ignalinos r. sav.,65–69,Vyras,386
Ignalinos r. sav.,65–69,Moteris,533
Ignalinos r. sav.,70–74,Vyras,342
Ignalinos r. sav.,70–74,Moteris,545
Ignalinos r. sav.,75–79,Vyras,229
Ignalinos r. sav.,75–79,Moteris,492
Ignalinos r. sav.,80–84,Vyras,191
Ignalinos r. sav.,80–84,Moteris,448
Ignalinos r. sav.,85 ir vyresni,Vyras,140
Ignalinos r. sav.,85 ir vyresni,Moteris,479
Molėtų r. sav.,0–4,Vyras,294
Molėtų r. sav.,0–4,Moteris,221
Molėtų r. sav.,5–9,Vyras,306
Molėtų r. sav.,5–9,Moteris,319
Molėtų r. sav.,10–14,Vyras,358
Molėtų r. sav.,10–14,Moteris,327
Molėtų r. sav.,15–19,Vyras,376
Molėtų r. sav.,15–19,Moteris,389
Molėtų r. sav.,20–24,Vyras,490
Molėtų r. sav.,20–24,Moteris,454
Molėtų r. sav.,25–29,Vyras,586
Molėtų r. sav.,25–29,Moteris,513
Molėtų r. sav.,30–34,Vyras,582
Molėtų r. sav.,30–34,Moteris,449
Molėtų r. sav.,35–39,Vyras,498
Molėtų r. sav.,35–39,Moteris,421
Molėtų r. sav.,40–44,Vyras,486
Molėtų r. sav.,40–44,Moteris,461
Molėtų r. sav.,45–49,Vyras,623
Molėtų r. sav.,45–49,Moteris,626
Molėtų r. sav.,50–54,Vyras,747
Molėtų r. sav.,50–54,Moteris,690
Molėtų r. sav.,55–59,Vyras,735
Molėtų r. sav.,55–59,Moteris,694
Molėtų r. sav.,60–64,Vyras,626
Molėtų r. sav.,60–64,Moteris,701
Molėtų r. sav.,65–69,Vyras,456
Molėtų r. sav.,65–69,Moteris,582
Molėtų r. sav.,70–74,Vyras,364
Molėtų r. sav.,70–74,Moteris,535
Molėtų r. sav.,75–79,Vyras,231
Molėtų r. sav.,75–79,Moteris,483
Molėtų r. sav.,80–84,Vyras,197
Molėtų r. sav.,80–84,Moteris,464
Molėtų r. sav.,85 ir vyresni,Vyras,152
Molėtų r. sav.,85 ir vyresni,Moteris,490
Utenos r. sav.,0–4,Vyras,673
Utenos r. sav.,0–4,Moteris,635
Utenos r. sav.,5–9,Vyras,711
Utenos r. sav.,5–9,Moteris,719
Utenos r. sav.,10–14,Vyras,814
Utenos r. sav.,10–14,Moteris,745
Utenos r. sav.,15–19,Vyras,740
Utenos r. sav.,15–19,Moteris,727
Utenos r. sav.,20–24,Vyras,900
Utenos r. sav.,20–24,Moteris,913
Utenos r. sav.,25–29,Vyras,1101
Utenos r. sav.,25–29,Moteris,1034
Utenos r. sav.,30–34,Vyras,1282
Utenos r. sav.,30–34,Moteris,1093
Utenos r. sav.,35–39,Vyras,1197
Utenos r. sav.,35–39,Moteris,1045
Utenos r. sav.,40–44,Vyras,1092
Utenos r. sav.,40–44,Moteris,1019
Utenos r. sav.,45–49,Vyras,1267
Utenos r. sav.,45–49,Moteris,1283
Utenos r. sav.,50–54,Vyras,1474
Utenos r. sav.,50–54,Moteris,1615
Utenos r. sav.,55–59,Vyras,1566
Utenos r. sav.,55–59,Moteris,1678
Utenos r. sav.,60–64,Vyras,1505
Utenos r. sav.,60–64,Moteris,1780
Utenos r. sav.,65–69,Vyras,1027
Utenos r. sav.,65–69,Moteris,1424
Utenos r. sav.,70–74,Vyras,763
Utenos r. sav.,70–74,Moteris,1250
Utenos r. sav.,75–79,Vyras,602
Utenos r. sav.,75–79,Moteris,1092
Utenos r. sav.,80–84,Vyras,408
Utenos r. sav.,80–84,Moteris,925
Utenos r. sav.,85 ir vyresni,Vyras,260
Utenos r. sav.,85 ir vyresni,Moteris,907
Visagino sav.,0–4,Vyras,379
Visagino sav.,0–4,Moteris,306
Visagino sav.,5–9,Vyras,467
Visagino sav.,5–9,Moteris,438
Visagino sav.,10–14,Vyras,443
Visagino sav.,10–14,Moteris,447
Visagino sav.,15–19,Vyras,407
Visagino sav.,15–19,Moteris,357
Visagino sav.,20–24,Vyras,396
Visagino sav.,20–24,Moteris,312
Visagino sav.,25–29,Vyras,368
Visagino sav.,25–29,Moteris,335
Visagino sav.,30–34,Vyras,510
Visagino sav.,30–34,Moteris,491
Visagino sav.,35–39,Vyras,656
Visagino sav.,35–39,Moteris,553
Visagino sav.,40–44,Vyras,517
Visagino sav.,40–44,Moteris,507
Visagino sav.,45–49,Vyras,525
Visagino sav.,45–49,Moteris,584
Visagino sav.,50–54,Vyras,549
Visagino sav.,50–54,Moteris,718
Visagino sav.,55–59,Vyras,820
Visagino sav.,55–59,Moteris,1064
Visagino sav.,60–64,Vyras,1220
Visagino sav.,60–64,Moteris,1535
Visagino sav.,65–69,Vyras,843
Visagino sav.,65–69,Moteris,1119
Visagino sav.,70–74,Vyras,506
Visagino sav.,70–74,Moteris,738
Visagino sav.,75–79,Vyras,183
Visagino sav.,75–79,Moteris,321
Visagino sav.,80–84,Vyras,174
Visagino sav.,80–84,Moteris,364
Visagino sav.,85 ir vyresni,Vyras,67
Visagino sav.,85 ir vyresni,Moteris,185
Zarasų r. sav.,0–4,Vyras,223
Zarasų r. sav.,0–4,Moteris,243
Zarasų r. sav.,5–9,Vyras,279
Zarasų r. sav.,5–9,Moteris,286
Zarasų r. sav.,10–14,Vyras,336
Zarasų r. sav.,10–14,Moteris,293
Zarasų r. sav.,15–19,Vyras,361
Zarasų r. sav.,15–19,Moteris,312
Zarasų r. sav.,20–24,Vyras,410
Zarasų r. sav.,20–24,Moteris,381
Zarasų r. sav.,25–29,Vyras,442
Zarasų r. sav.,25–29,Moteris,366
Zarasų r. sav.,30–34,Vyras,484
Zarasų r. sav.,30–34,Moteris,403
Zarasų r. sav.,35–39,Vyras,391
Zarasų r. sav.,35–39,Moteris,363
Zarasų r. sav.,40–44,Vyras,418
Zarasų r. sav.,40–44,Moteris,367
Zarasų r. sav.,45–49,Vyras,526
Zarasų r. sav.,45–49,Moteris,478
Zarasų r. sav.,50–54,Vyras,623
Zarasų r. sav.,50–54,Moteris,611
Zarasų r. sav.,55–59,Vyras,667
Zarasų r. sav.,55–59,Moteris,685
Zarasų r. sav.,60–64,Vyras,599
Zarasų r. sav.,60–64,Moteris,706
Zarasų r. sav.,65–69,Vyras,418
Zarasų r. sav.,65–69,Moteris,543
Zarasų r. sav.,70–74,Vyras,310
Zarasų r. sav.,70–74,Moteris,532
Zarasų r. sav.,75–79,Vyras,226
Zarasų r. sav.,75–79,Moteris,408
Zarasų r. sav.,80–84,Vyras,144
Zarasų r. sav.,80–84,Moteris,413
Zarasų r. sav.,85 ir vyresni,Vyras,135
Zarasų r. sav.,85 ir vyresni,Moteris,408
